provincia;nombre_municipio;nombre_municipio_norm;descripcion1
vizcaya;Galdakao;galdakao;Municipio que combina vida urbana con paisaje de valle, situado en el bajo Ibaizabal y al pie de la sierra del Ganguren. Tiene relieve accidentado alrededor y zonas más abiertas junto al río, por lo que puede gustar a quien quiera un municipio con servicios, pero con monte y naturaleza bastante cerca.
vizcaya;Gernika-Lumo;gernika-lumo;Municipio con una identidad muy especial: tiene peso histórico, pero también está muy ligado al paisaje de Urdaibai y al río Oka. Transmite una mezcla de centralidad comarcal, memoria y entorno verde, ideal para quien quiera vivir en un lugar con significado cultural y naturaleza cercana.
vizcaya;Getxo;getxo;Municipio de perfil costero elegante y residencial, con playas, acantilados y vistas hacia el Abra. Es una opción con ambiente más acomodado y marítimo, donde conviven paseos junto al mar, barrios con mucha vida y zonas naturales potentes como los acantilados del flysch.
vizcaya;Gorliz;gorliz;Municipio con un ambiente claramente playero y familiar, con una bahía protegida, paseo marítimo y zonas verdes próximas. Su paisaje transmite calma costera, más suave que el de los acantilados salvajes de Sopela, y puede encajar muy bien con quien busque mar, paseos y una vida tranquila junto a la playa.
vizcaya;Güeñes;guenes;Municipio de carácter más interior y verde, muy ligado al valle del Cadagua y a paisajes de monte. Su entorno invita más a rutas, bosques y vida tranquila que a ambiente urbano, por lo que puede ser una buena opción para quien quiera desconexión, naturaleza y un ritmo más pausado.
vizcaya;Ibarrangelu;ibarrangelu;Municipio con uno de los paisajes más espectaculares de Bizkaia: está asociado a Urdaibai, a playas como Laida y a vistas abiertas hacia la ría de Mundaka y la isla de Izaro. Tiene un tono muy natural y costero, ideal para quien busque belleza paisajística, tranquilidad y cercanía a playas con mucha personalidad.
vizcaya;Iurreta;iurreta;Municipio con una sensación tranquila del Duranguesado, muy unido al valle del Ibaizabal. Al estar cerca de Durango, puede funcionar como una alternativa más calmada y menos urbana, pero sin quedar desconectada de la vida comarcal.
vizcaya;Izurtza;izurtza;Municipio pequeño y muy de montaña, situado cerca del Parque Natural de Urkiola y bajo la presencia de montes como Mugarra y Untzillatx. Tiene un aire rural muy marcado, con caseríos y casas-torre, ideal para quien busque un paisaje más íntimo, verde y tradicional.
vizcaya;Leioa;leioa;Municipio de carácter residencial y suave, con relieve poco accidentado, colinas ligeras y arroyos que bajan hacia la ría. Es una opción cómoda y equilibrada, más tranquila que Bilbao pero con sensación metropolitana, adecuada para quien quiera servicios, zonas verdes y buena conexión.
vizcaya;Lekeitio;lekeitio;Municipio con un encanto marinero muy fuerte, con puerto, playas y la isla de Garraitz como uno de sus paisajes más reconocibles. Es un lugar con mucha identidad visual, perfecto para quien busca costa con historia, ambiente de pueblo pesquero y una relación muy directa con las mareas y el mar.
vizcaya;Ortuella;ortuella;Municipio con una personalidad muy marcada por la historia minera. Su paisaje mezcla mineral, caliza, restos industriales y espacios naturales recuperados, por lo que no transmite una belleza convencional, sino una identidad fuerte, más áspera y con mucha memoria del pasado obrero de Bizkaia.
vizcaya;Plentzia;plentzia;Municipio con un ambiente costero tranquilo y bastante amable, marcado por la ría del Butrón, el puerto y la playa. Es una opción con aire de villa marinera, agradable para pasear y con una sensación más recogida que otras zonas de costa más abiertas o expuestas.
vizcaya;Portugalete;portugalete;Municipio con un carácter urbano, marinero e histórico, muy ligado a la ría y al Puente Bizkaia. Sus calles con pendiente, su casco antiguo y su posición frente a Getxo le dan una identidad fuerte, ideal para quien quiera vivir en un lugar con historia, movimiento y paisaje de ría.
vizcaya;Santurtzi;santurtzi;Municipio que combina puerto, vida urbana y presencia natural del monte Serantes. Tiene un ambiente marinero y metropolitano a la vez, con la bahía del Abra muy presente y un contraste bonito entre el movimiento del puerto y las vistas abiertas desde la montaña.
vizcaya;Sondika;sondika;Municipio situado en el valle del Txorierri, con una mezcla de naturaleza cercana, zonas residenciales e infraestructuras. No es un pueblo aislado, pero conserva recorridos rurales, presencia del río Asua y espacios verdes, por lo que puede encajar con quien quiera tranquilidad sin alejarse del entorno metropolitano.
vizcaya;Sopela;sopela;Municipio con un carácter costero más salvaje, con acantilados, playas abiertas y ambiente muy asociado al surf. Es una opción con mucha fuerza paisajística, ideal para quien busque mar, viento, naturaleza y una sensación menos urbana que Getxo, aunque siga estando bien conectada.
vizcaya;Sukarrieta;sukarrieta;Municipio que transmite calma, paisaje de ría y un ritmo pausado. Situado junto a la ría de Mundaka, con playas y rincones como Txatxarramendi, puede ser muy atractivo para quien busque un entorno pequeño, bonito y natural dentro de Urdaibai.
vizcaya;Ugao-Miraballes;ugao-miraballes;Municipio marcado por el valle estrecho del Nervión y por un entorno montañoso que le da una sensación recogida. Tiene un perfil de municipio de paso, pero con identidad propia y paisaje fluvial, adecuado para quien quiera vivir en un valle bien comunicado sin perder del todo el contacto con la naturaleza.
vizcaya;Urduliz;urduliz;Municipio que conserva un aire rural dentro de Uribe Kosta, situado en el valle de la ría de Butrón y rodeado por alineaciones montañosas suaves. Es una opción tranquila y cada vez más conectada, interesante para quien quiera vivir cerca de la costa sin estar en primera línea de playa.
vizcaya;Valle de Trápaga-Trapagaran;valle de trapaga-trapagaran;Municipio con una identidad muy especial, marcada por la minería, La Arboleda y los montes de Triano. Su paisaje mezcla memoria industrial, vistas hacia el Abra y espacios naturales recuperados, por lo que puede atraer a quien valore los lugares con historia fuerte y un entorno diferente al típico paisaje residencial.
vizcaya;Zaratamo;zaratamo;Municipio con un carácter rural muy claro pese a estar cerca del Gran Bilbao. Sus barrios aparecen entre montes como Upo y Artanda, y el municipio queda entre los ríos Nervión e Ibaizabal, así que transmite una sensación de refugio verde próximo a la ciudad.
vizcaya;Zeberio;zeberio;Municipio de carácter claramente rural, con barrios dispersos, caseríos y un paisaje muy ligado al valle y al entorno de Gorbeia. Es una opción para quien busque mucha tranquilidad, naturaleza y una vida más de interior, lejos del ritmo metropolitano aunque sin estar excesivamente apartado.
